epoch,train_acc,dev_acc
1,0.5660404624277456,0.5722477064220184
2,0.5998554913294798,0.6146788990825688
3,0.6117052023121388,0.6284403669724771
4,0.616907514450867,0.6284403669724771
5,0.6189306358381503,0.6295871559633027
6,0.6293352601156069,0.6341743119266054
7,0.6421965317919075,0.6410550458715596
8,0.6541907514450868,0.6536697247706422
9,0.6640173410404624,0.6605504587155964
10,0.6735549132947977,0.658256880733945
11,0.6781791907514451,0.6605504587155964
12,0.6819364161849711,0.6731651376146789
13,0.6910404624277456,0.6823394495412844
14,0.7010115606936416,0.6834862385321101
15,0.7117052023121387,0.6880733944954128
16,0.7221098265895953,0.6938073394495413
17,0.7339595375722543,0.7041284403669725
18,0.7388728323699422,0.7110091743119266
19,0.7423410404624278,0.7110091743119266
20,0.7468208092485549,0.7087155963302753
21,0.7497109826589595,0.713302752293578
22,0.7543352601156069,0.716743119266055
23,0.761271676300578,0.7121559633027523
24,0.7695086705202312,0.7201834862385321
25,0.7770231213872832,0.7339449541284404
26,0.7828034682080924,0.7293577981651376
27,0.7911849710982659,0.7362385321100917
28,0.795664739884393,0.7488532110091743
29,0.7988439306358381,0.7488532110091743
30,0.7976878612716763,0.7465596330275229
31,0.7960982658959538,0.7419724770642202
32,0.7947976878612717,0.7396788990825688
33,0.7950867052023122,0.7362385321100917
34,0.7978323699421965,0.7396788990825688
35,0.8011560693641618,0.7431192660550459
36,0.805635838150289,0.7465596330275229
37,0.809971098265896,0.75
38,0.8147398843930636,0.7534403669724771
39,0.8196531791907514,0.7522935779816514
40,0.8258670520231214,0.7603211009174312
41,0.828757225433526,0.7649082568807339
42,0.8286127167630057,0.7694954128440367
43,0.8303468208092486,0.7672018348623854
44,0.8317919075144509,0.7694954128440367
45,0.8320809248554913,0.7729357798165137
46,0.833092485549133,0.7729357798165137
47,0.8336705202312139,0.7660550458715596
48,0.834971098265896,0.768348623853211
49,0.8352601156069365,0.768348623853211
50,0.8362716763005781,0.768348623853211
51,0.8384393063583815,0.7694954128440367
52,0.840028901734104,0.7660550458715596
53,0.8408959537572255,0.7694954128440367
54,0.8430635838150289,0.7717889908256881
55,0.8452312138728324,0.7717889908256881
56,0.8476878612716763,0.7775229357798165
57,0.8510115606936416,0.7786697247706422
58,0.8523121387283237,0.7786697247706422
59,0.8537572254335261,0.7798165137614679
60,0.8552023121387283,0.7786697247706422
61,0.8569364161849711,0.7798165137614679
62,0.8585260115606936,0.7786697247706422
63,0.8595375722543352,0.7763761467889908
64,0.8609826589595375,0.7729357798165137
65,0.8608381502890173,0.7775229357798165
66,0.8624277456647399,0.7752293577981652
67,0.863150289017341,0.7729357798165137
68,0.8643063583815029,0.7717889908256881
69,0.865606936416185,0.7706422018348624
70,0.865606936416185,0.7729357798165137
71,0.865606936416185,0.768348623853211
72,0.8670520231213873,0.7717889908256881
73,0.8679190751445087,0.7694954128440367
74,0.8686416184971099,0.7660550458715596
75,0.869364161849711,0.7672018348623854
76,0.8706647398843931,0.7660550458715596
77,0.8721098265895953,0.7672018348623854
78,0.8729768786127168,0.768348623853211
79,0.8738439306358381,0.7637614678899083
80,0.8745664739884393,0.7626146788990825
81,0.8751445086705202,0.7694954128440367
82,0.8751445086705202,0.7694954128440367
83,0.8754335260115607,0.7694954128440367
84,0.8761560693641619,0.768348623853211
85,0.876878612716763,0.7672018348623854
86,0.8778901734104047,0.768348623853211
87,0.8778901734104047,0.7694954128440367
88,0.8789017341040463,0.768348623853211
89,0.8784682080924856,0.7694954128440367
90,0.8789017341040463,0.7717889908256881
91,0.8789017341040463,0.7729357798165137
92,0.880057803468208,0.7729357798165137
93,0.8804913294797688,0.7740825688073395
94,0.8803468208092485,0.7775229357798165
95,0.8804913294797688,0.7752293577981652
96,0.8807803468208093,0.7752293577981652
97,0.8815028901734104,0.7729357798165137
98,0.8822254335260116,0.7706422018348624
99,0.8828034682080925,0.7706422018348624
100,0.8829479768786127,0.7729357798165137
