epoch,train_acc,dev_acc
1,0.8391618497109826,0.7155963302752294
2,0.8797687861271676,0.7465596330275229
3,0.8933526011560694,0.7534403669724771
4,0.8958092485549133,0.7557339449541285
5,0.9086705202312139,0.7534403669724771
6,0.9082369942196532,0.7580275229357798
7,0.9176300578034682,0.7637614678899083
8,0.9182080924855491,0.7660550458715596
9,0.9257225433526012,0.7694954128440367
10,0.9276011560693641,0.7706422018348624
11,0.9323699421965318,0.768348623853211
12,0.9336705202312139,0.7717889908256881
13,0.9367052023121387,0.7717889908256881
14,0.938150289017341,0.7752293577981652
15,0.9408959537572255,0.7752293577981652
16,0.9423410404624277,0.7775229357798165
17,0.9442196531791908,0.7775229357798165
18,0.946242774566474,0.7786697247706422
19,0.9478323699421966,0.7786697247706422
20,0.9491329479768786,0.7775229357798165
21,0.9502890173410404,0.7786697247706422
22,0.9514450867052023,0.7786697247706422
23,0.9531791907514451,0.7752293577981652
24,0.9540462427745665,0.7763761467889908
25,0.9544797687861272,0.7775229357798165
26,0.9560693641618497,0.7775229357798165
27,0.9566473988439307,0.7775229357798165
28,0.9585260115606936,0.7763761467889908
29,0.9598265895953757,0.7752293577981652
30,0.9609826589595376,0.7752293577981652
31,0.9618497109826589,0.7763761467889908
32,0.9619942196531792,0.7752293577981652
33,0.9622832369942197,0.7729357798165137
34,0.9624277456647399,0.7740825688073395
35,0.9630057803468208,0.7740825688073395
36,0.9634393063583815,0.7752293577981652
37,0.9634393063583815,0.7740825688073395
38,0.9638728323699421,0.7740825688073395
39,0.9643063583815029,0.7729357798165137
40,0.9644508670520231,0.7740825688073395
41,0.9648843930635839,0.7752293577981652
42,0.9651734104046242,0.7763761467889908
43,0.9654624277456647,0.7786697247706422
44,0.9663294797687861,0.7786697247706422
45,0.9671965317919076,0.7786697247706422
46,0.9677745664739884,0.7798165137614679
47,0.9679190751445087,0.7809633027522935
48,0.9684971098265895,0.7798165137614679
49,0.9689306358381503,0.7798165137614679
50,0.969364161849711,0.7786697247706422
51,0.9696531791907514,0.7786697247706422
52,0.9697976878612716,0.7809633027522935
53,0.9700867052023121,0.7786697247706422
54,0.9703757225433526,0.7798165137614679
55,0.9706647398843931,0.7809633027522935
56,0.9709537572254335,0.7809633027522935
57,0.971242774566474,0.7821100917431193
58,0.9715317919075145,0.7855504587155964
59,0.971820809248555,0.7855504587155964
60,0.971820809248555,0.7855504587155964
61,0.9719653179190751,0.7855504587155964
62,0.9721098265895953,0.7844036697247706
63,0.9722543352601156,0.7844036697247706
64,0.9723988439306358,0.7844036697247706
65,0.9725433526011561,0.7844036697247706
66,0.9725433526011561,0.7855504587155964
67,0.9725433526011561,0.7855504587155964
68,0.9729768786127168,0.7855504587155964
69,0.9732658959537572,0.7855504587155964
70,0.9732658959537572,0.7855504587155964
71,0.9735549132947977,0.7855504587155964
72,0.9738439306358382,0.7855504587155964
73,0.9741329479768787,0.7844036697247706
74,0.974421965317919,0.7855504587155964
75,0.974421965317919,0.7855504587155964
76,0.974421965317919,0.7855504587155964
77,0.9745664739884393,0.7855504587155964
78,0.9745664739884393,0.7855504587155964
79,0.9748554913294798,0.783256880733945
80,0.9748554913294798,0.7821100917431193
81,0.975,0.7821100917431193
82,0.9751445086705203,0.7821100917431193
83,0.9754335260115607,0.7821100917431193
84,0.9755780346820809,0.7821100917431193
85,0.9755780346820809,0.783256880733945
86,0.9755780346820809,0.7844036697247706
87,0.9758670520231214,0.7844036697247706
88,0.9761560693641619,0.7844036697247706
89,0.9763005780346821,0.7855504587155964
90,0.9765895953757225,0.7844036697247706
91,0.9767341040462427,0.7844036697247706
92,0.9767341040462427,0.7844036697247706
93,0.976878612716763,0.7844036697247706
94,0.9773121387283237,0.7844036697247706
95,0.9776011560693642,0.7844036697247706
96,0.9780346820809248,0.783256880733945
97,0.9784682080924856,0.7821100917431193
98,0.9787572254335261,0.7821100917431193
99,0.9789017341040462,0.7821100917431193
100,0.9790462427745664,0.7821100917431193
